src_id,zh,vi
1199,所以，不要擦眼泪，保持双手清洁，每个人都会告诉你，对吧？,"Vì vậy, đừng lau mắt, giữ tay sạch sẽ, ai cũng nói với bạn điều đó, phải không?"
1200,但是要保持双手清洁，不要擦眼睛，用鼻子呼吸，而不是用嘴巴呼吸，除非你在说话、运动或吃饭，还要保持健康的肠道微生物群。,"Nhưng hãy giữ tay sạch sẽ, đừng lau mắt, hãy thở bằng mũi, đừng thở bằng miệng, trừ khi bạn đang nói chuyện, tập thể dục hoặc ăn uống, và giữ cho hệ vi sinh đường ruột khỏe mạnh."
1201,每天食用两到四份优质、低糖、发酵食品，比如酸菜，如果你能买到的话，比如纳豆。,"Bằng cách ăn hai đến bốn khẩu phần mỗi ngày các thực phẩm lên men chất lượng, ít đường, chẳng hạn như dưa bắp cải muối chua, chẳng hạn như natto nếu bạn có thể tiếp cận."
1202,我以前试过，挺有意思的。,"Tôi đã thử trước đây, nó khá thú vị."
1202,这是一种需要慢慢培养的口味，就像泡菜、腌黄瓜一样，同样，低糖来源将是主要的来源。,"Đó là một loại hương vị cần được thu nhận, như kim chi, dưa chua, một lần nữa, các nguồn đường thấp sẽ là các nguồn"
1203,这些将是最有效的。,sẽ là hiệu quả nhất.
1203,现在你已经掌握了三种增强免疫系统功能和抵抗感染的方法，即：,"Vì vậy, bây giờ bạn đã được trang bị ba cách để tăng cường chức năng hệ thống miễn dịch và chống lại nhiễm trùng, đó là:"
1204,我喜欢思考与您通常获得的信息（例如充足的睡眠、营养均衡、良好的社交关系等）不同的东西。,"Tôi thích suy nghĩ khác biệt so với loại thông tin điển hình mà bạn nhận được, chẳng hạn như ngủ đủ giấc, dinh dưỡng tốt, kết nối xã hội tốt, v.v. Tất cả những điều đó vẫn đúng,"
1205,但我认为这三个其他要点实际上可以对增强免疫系统，你的免疫系统产生重大影响。,"Nhưng tôi nghĩ ba điểm khác này thực sự có thể tạo ra sự khác biệt đáng kể về việc tăng cường hệ thống miễn dịch, hệ thống miễn dịch của bạn."
1206,我想提一下，因为这些名称将在本集多次出现，即虽然像IL-6和IL-1这样的白介素,"Tôi muốn đề cập, bởi vì những cái tên này sẽ xuất hiện nhiều lần trong tập này, rằng mặc dù các interleukin như IL-6 và IL-1"
1207,鼓励炎症，它们是这些“求救”信号，召唤细胞来吞噬入侵者。,"Khuyến khích viêm, chúng là những tín hiệu “cứu tôi” kêu gọi các tế bào đến nuốt chửng kẻ xâm lược."
1208,所以并非所有的IL，插入数字，,"Vì vậy, không phải tất cả các IL, chèn số,"
1209,并非所有白细胞介素都是炎性的，有些是抗炎的。,"Không phải tất cả các interleukin đều gây viêm, một số có tác dụng chống viêm."
1209,所以，在我们继续前进的过程中，这一点很重要。,"Vì vậy, đây là một điểm quan trọng cần ghi nhớ khi chúng ta tiếp tục."
1210,接下来，我想谈谈所谓的疾病行为。,"Tiếp theo, tôi muốn nói về cái gọi là hành vi ốm đau."
1212,这是一种非常有趣的方式来观察免疫系统的功能，因为它所做的就是将我们从这个东西连接起来,"Và đó là một cách rất thú vị để nhìn vào chức năng của hệ thống miễn dịch, bởi vì những gì nó làm là nó kết nối chúng ta từ thứ này"
1213,我们称之为免疫系统，包括 T 细胞、B 细胞、细胞因子和白细胞，它开始带我们进入领域,"mà chúng ta gọi là hệ thống miễn dịch, nơi có tế bào T, tế bào B, cytokine và bạch cầu, và nó bắt đầu đưa chúng ta vào lĩnh vực"
1214,因为神经系统控制着行为，所以它与神经系统有关。,"Của hệ thần kinh, bởi vì tất nhiên hệ thần kinh kiểm soát hành vi."
1214,因此，疾病行为是我们生病时倾向于经历的一系列反应。,"Vì vậy, hành vi bệnh tật là một tập hợp các phản ứng mà chúng ta có xu hướng trải qua khi chúng ta cảm thấy ốm."
1215,所以这因人而异，但我们所有人都会做并且都会发生的一些事情，有一些普遍的类别。,"Vì vậy, điều này sẽ thay đổi từ người này sang người khác, nhưng có một số danh mục chung về những điều mà tất cả chúng ta đều làm và điều đó xảy ra với tất cả chúng ta"
1216,在我们受伤、生病或感染任何疾病后。,sau khi chúng ta bị thương hoặc ốm hoặc phải đối phó với nhiễm trùng bất kỳ loại nào.
1217,因此，疾病行为的主要特点是它往往会导致我们通常的活动水平减慢。,"Vì vậy, điều chính về hành vi bệnh tật là nó có xu hướng dẫn đến việc làm chậm lại mức độ hoạt động thông thường của chúng ta."
1218,人们开始感到昏昏欲睡，或者他们觉得以前相对轻松就能做的事情现在对他们来说非常困难或有点难以承受。,"Mọi người bắt đầu cảm thấy uể oải, hoặc họ cảm thấy như những hoạt động mà trước đây họ có thể làm một cách tương đối dễ dàng giờ đây rất khó khăn hoặc hơi quá sức với họ."
1219,不一定是停止洗澡，,"Không nhất thiết là ngừng tắm,"
1220,虽然很多时候都是这样，但他们会停止做头发，会停止化妆，这取决于他们以前是否这样做过。,"Mặc dù thường xuyên như vậy, nhưng họ sẽ ngừng làm tóc, họ sẽ ngừng trang điểm, tùy thuộc vào việc họ có làm điều đó trước đây hay không."
1221,他们可能会停止。,Họ có thể dừng lại.
1221,动物会停止舔舐和梳理自己。,Động vật sẽ ngừng liếm và chải chuốt bản thân.
1221,人们会停止打理自己的外貌。,Mọi người sẽ ngừng chăm sóc vẻ ngoài của họ.
1221,现在不仅仅是因为他们不在乎,Bây giờ không chỉ là vì họ không quan tâm
1222,当他们生病的时候，他们的样子之所以会改变，是因为某些类型的活动被抑制了，而其他类型的活动却被增强了。,"Lí do họ trông như thế nào khi họ bị bệnh, là bởi vì có sự ức chế chung của một số loại hoạt động và sự tăng cường của các loại hoạt động khác."
1223,而且，这非常重要。,Và điều này thực sự quan trọng.
1223,生病行为实际上是一种有动机的状态。,Hành vi khi ốm thực chất là một trạng thái có động lực.
1223,它是一种旨在完成某些事情的状态。,Đó là một trạng thái được thiết kế để hoàn thành một số việc nhất định.
1225,很多时候，食欲很好的人通常会完全没有饥饿感。,"Thường xuyên, những người có khẩu vị tốt thường sẽ không cảm thấy đói chút nào."
1225,关于这种情况的原因，有很多理论。,Và có một số lý thuyết về lý do tại sao điều này lại xảy ra.
1225,文献中一个突出的观点是,Một ý tưởng nổi bật trong tài liệu là
1226,这是为了阻止呕吐和腹泻，当然，这可能传染给其他人。,"Điều này là để ngăn chặn nôn mửa và tiêu chảy, tất nhiên, điều này có thể lây nhiễm cho người khác."
1226,所以，这只是一个理论。,"Vì vậy, đó là một lý thuyết."
1227,我不知道是否直接测试过，但这是一个想法。,"Tôi không biết liệu điều đó đã từng được thử nghiệm trực tiếp hay chưa, nhưng đó là một ý tưởng."
1227,另一个想法是，它只是为了修复目的而储存更多资源。,Ý tưởng khác là nó chỉ đơn giản là để lưu trữ nhiều tài nguyên hơn để phục vụ cho việc sửa chữa.
1228,但就像任何一个两三岁的孩子一样,Nhưng giống như bất kỳ đứa trẻ hai hoặc ba tuổi nào
1229,他不断地问：“为什么，为什么？,"Anh ta liên tục hỏi: “Tại sao, tại sao?”"
1230,为什么我应该多睡觉？,Tại sao tôi nên ngủ nhiều hơn?
1230,睡眠中发生了什么，以至于我生病时应该多睡觉？,Điều gì xảy ra trong giấc ngủ khiến tôi nên ngủ nhiều hơn khi tôi bị bệnh?
1232,一个有数据支持的想法是，当我们减缓循环，血液循环，比如不要过度运动或跑动时，,"Một ý tưởng có một số dữ liệu để hỗ trợ nó là khi chúng ta làm chậm lưu thông của mình, lưu thông máu của chúng ta, do đó không chạy xung quanh quá nhiều hoặc chạy nó hết,"
1234,所以，这很有趣，对吧？,"Vì vậy, điều này thật thú vị, phải không?"
1235,因此，减少血液循环，但增加淋巴系统的循环。,"Vì vậy, giảm lưu thông máu, nhưng tăng cường lưu thông hệ thống bạch huyết."
1236,当你对抗感染时，你的淋巴结可能会疼痛。,"Khi bạn chống lại nhiễm trùng, các hạch bạch huyết của bạn có thể bị đau."
1236,你的耳朵后面、腹股沟、腋窝、喉咙周围都有淋巴结。,"Bạn có các hạch bạch huyết ở sau tai, ở vùng bẹn, nách, xung quanh cổ họng."
1237,现在，有些人，当他们生病时，,"Bây giờ, một số người, khi họ bị bệnh,"
1238,他们在心理上进入一个非常脆弱的状态，非常渴望别人，其他人来照顾他们。,"Họ rơi vào trạng thái tâm lý rất dễ tổn thương, nơi họ thực sự, thực sự muốn mọi người, những người khác chăm sóc họ."
1239,你可能亲眼目睹过这种情况，或者你本人就有这种感受。,"Có lẽ bạn đã chứng kiến điều này, hoặc bạn tự cảm thấy như vậy."
1239,大约 50% 的人会有这样的反应。,Khoảng 50% mọi người có phản ứng đó.
1239,他们真的很想得到照顾。,Họ thực sự muốn được chăm sóc.
1240,当然，这种情况在人们还很小或身体残疾时尤其明显。,"Và tất nhiên, điều này sẽ đặc biệt rõ ràng trong những trường hợp mà mọi người còn quá nhỏ hoặc bị tàn tật"
1241,他们实际上无法自己获得资源。,rằng họ không thể tự mình lấy được tài nguyên.
1241,如果你曾经病得很重，仅仅起床去冰箱或去洗手间都会感觉是一项艰巨的任务。,"Nếu bạn từng bị bệnh nặng, chỉ việc đứng dậy và đi đến tủ lạnh hoặc nhà vệ sinh cũng có thể cảm thấy như một nhiệm vụ to lớn."
1242,大约 50% 的人报告或描述在生病时寻求帮助和支持。,Khoảng 50% mọi người báo cáo hoặc mô tả việc tìm kiếm sự giúp đỡ và hỗ trợ khi họ bị bệnh.
1242,但你也可以想象这种情况会如何,Nhưng bạn cũng có thể tưởng tượng điều này sẽ như thế nào
1243,这是一个非常不适应的反应，因为它增加了将感染传播给看护人的机会。,Một phản ứng không thích nghi rất nhiều vì nó làm tăng cơ hội lây nhiễm cho người chăm sóc.
1244,所以这是一个有趣的考虑因素。,"Vì vậy, đó là một điều đáng cân nhắc thú vị."
1244,另外 50% 的人似乎在生病时会有相反的反应。,50% người khác dường như có phản ứng ngược lại khi họ bị bệnh.
1245,所以，无论他们在生病之前是什么样的，由大脑中的这些神经回路引发的疾病行为，,"Vì vậy, bằng cách nào đó, bất kể họ như thế nào trước khi bị bệnh, hành vi bệnh tật được kích hoạt bởi các mạch thần kinh này trong não,"
1246,他们确实是脑中的神经回路，创造了一种让我远离的感觉。,"Đó thực sự là các mạch thần kinh trong não, tạo ra một cảm giác muốn tránh xa tôi."
1246,我不想被打扰。,Tôi không muốn bị làm phiền.
1247,他生病的时候，我总是知道，因为他会绕到房子后面，躲在那里。,"Khi anh ấy ốm, tôi luôn biết vì anh ấy sẽ đi vòng quanh phía sau nhà và trốn ở đó."
1247,他不想要人照顾他。,Anh ấy không muốn được chăm sóc.
1248,无论它们是什么物种，这都是大约 50/50 的概率。,"Bất kể chúng là loài nào, nó là khoảng 50/50."
1248,再次强调，这种生病的行为是一种动机状态。,"Và một lần nữa, hành vi ốm đau này là một trạng thái có động lực."
1248,它旨在减缓血液循环，,"Nó được thiết kế để làm chậm lưu thông máu,"
1249,增加淋巴循环，以及体内其他杀伤细胞，通过减少感染风险来降低感染他人的可能性。,"Tăng cường lưu thông bạch huyết và các tế bào sát thủ khác trong cơ thể, giảm khả năng lây nhiễm cho người khác bằng cách giảm,"
1250,我不知道它是如何传播的。,Tôi không biết làm cách nào nó lan truyền.
1250,迷走神经有很多不同的通路，通常迷走神经刺激实际上会产生更多的兴奋和警觉，尽管它确实有多条通路。,"Thông thường, kích thích phế vị thực sự tạo ra nhiều sự hưng phấn và tỉnh táo hơn, mặc dù nó có nhiều con đường."
1251,但是，现在已经对迷走神经在各种情况下（包括疾病行为）进行了许多研究。,"Tuy nhiên, hiện nay đã có nhiều nghiên cứu về dây thần kinh phế vị trong nhiều bối cảnh khác nhau, bao gồm cả hành vi khi bệnh."
1252,通过它，身体的感染信号会传递到大脑，具体来说是传递到大脑中名为下丘脑的特定区域，这里包含很多不同类型的的神经元。,"bằng cách mà một nhiễm trùng trong cơ thể được báo hiệu cho não, đến một vị trí cụ thể trong não được gọi là vùng dưới đồi, nơi chứa rất nhiều loại nơron khác nhau."
1253,例如，位于视前区的增加体温并引起发热的脑神经元，对吧？,"Ví dụ như các tế bào thần kinh trong vùng trước thị giác, những tế bào làm tăng nhiệt độ cơ thể và gây sốt, phải không?"
1253,最关键的一点就是提高体温。,"Đó là một trong những điều quan trọng nhất, là tăng nhiệt độ cơ thể."
1254,这是身体试图杀死入侵者的尝试，因为许多病毒和细菌在高温下无法存活。,Đó là nỗ lực của cơ thể để tiêu diệt kẻ xâm lược này bởi vì nhiều virus và nhiều vi khuẩn không thể tồn tại tốt ở nhiệt độ cao.
1255,这就是发烧的功能。,Đó là chức năng của sốt.
1255,发烧实际上有一个功能性的作用。,Sốt thực sự có một vai trò chức năng.
1255,所以在生物学中，我们喜欢用复杂的话语，所以我们把任何导致体温升高的东西都叫做,"Vì vậy, trong sinh học, chúng ta thích những từ phức tạp, vì vậy chúng ta gọi bất cứ thứ gì làm tăng nhiệt độ cơ thể"
1256,或者引起发烧，一种热原。,"hoặc tạo ra sốt, một chất gây sốt."
1257,其作用机制是LPS会导致,Cách thức hoạt động là LPS gây ra
1258,肠道内的炎症反应。,Phản ứng viêm trong ruột.
1258,胃细胞也不知道发生了什么。,Các tế bào dạ dày không biết chuyện gì đang xảy ra.
1258,所以它们就开始分泌IL-6、IL-1，,"Vì vậy, chúng chỉ bắt đầu tiết IL-6, IL-1,"
1259,所有这些细胞因子，杀伤细胞会迁移到肠道。,"Tất cả các cytokine đó, các tế bào sát thủ di chuyển vào ruột."
1259,这就是为什么你有时会在不舒服的时候，比如流感或类似疾病，出现胃痛的原因。,"Đó là lý do tại sao bạn đôi khi bị đau bụng khi bạn không khỏe, bạn bị cúm hoặc một cái gì đó tương tự."
1260,神经信号，电信号被发送到下丘脑。,"Một tín hiệu thần kinh, các tín hiệu điện được gửi lên vùng dưới đồi."
1260,下丘脑说，我不知道外面发生了什么，但有一个信号表明有些事情正在发生。,"Vùng dưới đồi nói: “Tôi không biết điều gì đang xảy ra ở ngoài kia, nhưng có một tín hiệu cho thấy điều gì đó đang xảy ra.”"
1261,当然，你也不希望发烧太高，因为那样会杀死脑细胞。,"Và tất nhiên, bạn không muốn sốt quá cao vì bạn có thể giết chết các tế bào não."
1262,但是在一个特定的范围内，发烧是一种功能性的适应性反应，对吧？,"Nhưng trong một phạm vi nhất định, sốt là một phản ứng chức năng và thích nghi, được chứ?"
1262,所以如果你在服用药物试图降低发烧,"Vì vậy, nếu bạn dùng thuốc để cố gắng hạ sốt"
1263,这可能会让你感觉更舒服，但实际上这会限制你的身体产生的反应，以试图杀死入侵者。,"Điều đó có thể khiến bạn cảm thấy thoải mái hơn, nhưng thực tế là nó đang hạn chế phản ứng mà cơ thể bạn tạo ra để cố gắng tiêu diệt kẻ xâm lược."
1263,再说一次，你不希望发烧过高。,"Và một lần nữa, bạn không muốn sốt quá cao."
1264,这将取决于年龄。,Điều này sẽ thay đổi tùy theo độ tuổi.
1264,但当你试图降低体温时,Nhưng khi bạn cố gắng hạ nhiệt độ cơ thể
1265,当你发烧时，除非你的体温升高到危险水平，否则实际上，如果你真的想杀死入侵者，那就是错误的处理你身体的方式。,"Khi bạn bị sốt, trừ khi bạn đang đi vào mức nhiệt độ nguy hiểm, thực sự đó là cách sai để điều trị hệ thống của bạn nếu bạn thực sự muốn tiêu diệt kẻ xâm lược."
1266,好的，所以迷走神经是快速反应。,"Được rồi, vậy dây thần kinh phế vị là phản ứng nhanh."
1266,它也向大脑区域发送输入，这些区域会改变你对外部世界的感知。,Nó cũng gửi tín hiệu đến các khu vực của não bộ thay đổi nhận thức của bạn về thế giới bên ngoài.
1267,我喜欢明亮的阳光。,Tôi yêu ánh nắng mặt trời rực rỡ.
1268,我们每个人对光的敏感程度不同，但大多数人在生病时，,"Tất cả chúng ta đều có mức độ nhạy cảm với ánh sáng khác nhau, nhưng hầu hết mọi người khi họ bị bệnh,"
1271,这是哈佛医学院克利福德·萨珀完成的工作。,Đây là công việc được thực hiện bởi Clifford Saper tại Trường Y Harvard.
1271,它真的很棒。,Nó thực sự tuyệt vời.
1271,然后从那里一直到大脑的外层，,"Và từ đó lên đến lớp vỏ ngoài của não,"
1272,这是脑膜，它位于大脑的最外层，是大脑与其他一些结缔组织开始连接的地方。,"Đó là màng não, nằm ngay bên ngoài não, nơi não bắt đầu giao tiếp với một số mô liên kết khác."
1272,我们稍后会详细讨论这些。,Chúng ta sẽ thảo luận thêm về chúng sau.
1273,它实际上会导致畏光和头痛，当一个人生病时。,Nó thực sự có thể tạo ra chứng sợ ánh sáng và đau đầu khi một người bị bệnh.
1273,所以，这里就是途径：一些入侵者进入你的系统,"Vì vậy, đây là con đường: Một kẻ xâm nhập vào hệ thống của bạn"
1274,因为你擦了眼睛，或者它通过你的嘴巴进去了。,Bởi vì bạn lau mắt hoặc nó đã đi vào qua miệng của bạn.
1274,你没有听你妈妈的话，它从你的眼睛里进去了。,Bạn không nghe lời mẹ bạn và nó đã đi vào qua mắt bạn.
1274,你感觉不舒服。,Bạn cảm thấy không khỏe.
1275,那里发生了什么事。,Có điều gì đó đang xảy ra ở đó.
1275,你发烧了。,Bạn đang bị sốt.
1277,这正在向脑膜投影。,Điều đó đang chiếu lên màng não.
1277,你因为看光而头痛。,Bạn bị đau đầu khi nhìn vào ánh sáng.
1277,它基本上触发了一条整体路径，让你进入一个安静黑暗的地方休息。,"Về cơ bản, nó kích hoạt một con đường tổng thể để đưa bạn đến một nơi yên tĩnh, tối tăm và nghỉ ngơi."
1280,如果你想知道它在哪里，它就在你口腔顶部的正上方。,"Nếu bạn muốn biết nó ở đâu, nó nằm ngay phía trên vòm miệng của bạn."
1281,现在，这真的很有趣，因为这里发生的事情是您有多个,"Bây giờ, điều đó thực sự thú vị bởi vì những gì đang xảy ra ở đây là bạn đã có nhiều"
1283,这是病态行为，它从你的身体传递到你的大脑，让你做出正确的事情。,"Đây là hành vi bệnh tật, và nó di chuyển từ cơ thể bạn đến tâm trí bạn để khiến bạn làm điều đúng đắn."
1283,现在还有一个缓慢的途径,Bây giờ cũng có một con đường chậm
1284,这完全是由血液介导的，所谓的体液因子。,"Điều đó hoàn toàn được trung gian bởi máu, cái gọi là các yếu tố dịch thể."
1284,不是因为它们很有趣，而是体液因子是血液中的因子。,"Không phải vì chúng buồn cười, mà các yếu tố dịch thể là các yếu tố của máu."
1285,由于感染持续数小时或数天，IL-6、IL-1、肿瘤坏死因子和其他炎性细胞因子的水平会升高。,"Vì bạn đã bị nhiễm trùng trong nhiều giờ hoặc nhiều ngày, lượng IL-6 và IL-1 và yếu tố hoại tử khối u và các cytokine gây viêm khác"
1286,开始增加，直到血液中的总量足够高并传达给大脑。,bắt đầu tăng lên đến mức tổng lượng trong tuần hoàn của bạn đủ cao và được truyền đến não.
1288,脉络膜真的很有趣。,Màng mạch là rất thú vị.
1288,它就像一种蓬松的组织，位于你的脑室中。,Nó giống như một mô xốp nằm trong não thất của bạn.
1289,并且你大脑中的空隙里含有被称为脑脊液的东西。,và những khoảng trống trong não của bạn chứa thứ được gọi là dịch não tủy.
1289,脑脊液包含许多重要的物质，,"Dịch não tủy chứa một số thứ quan trọng,"
1291,从神经炎症到各种变化，你的记忆力往往会变差，你的认知能力往往也会下降。,"Tất cả các loại thay đổi về viêm ở tế bào thần kinh dẫn đến việc trí nhớ của bạn có xu hướng kém đi, nhận thức của bạn cũng có xu hướng kém đi."
1292,最终这些都会过去，但这已经是病得很重的时候了，你真的感觉很糟糕。,"Cuối cùng, những điều này sẽ qua đi, nhưng đây là lúc bạn bị bệnh nặng, khi bạn thực sự cảm thấy tồi tệ."
1293,你不能阅读，不能看电影，也不能做任何事情。,"Bạn không thể đọc, không thể xem phim, không thể làm bất cứ điều gì."
1294,来自身体，而且你也有过较慢的反应，那里你实际上有一组脑组织在发出这些炎症信号。,"từ cơ thể và bạn cũng đã có phản ứng chậm hơn, nơi bạn thực sự có một bộ mô trong não của bạn đang gửi ra những tín hiệu viêm này."
1295,现在你的整个大脑开始应付，或者试图应付这种感染。,"Và bây giờ toàn bộ bộ não của bạn đang bắt đầu đối phó, hoặc đang cố gắng đối phó với nhiễm trùng này."
1295,所以你有一个慢通道和一个快通道。,"Vì vậy, bạn có một con đường chậm và một con đường nhanh."
