src_id,zh,vi
213,- 如果想要退出电脑微信，点击微信左下角的☰按钮，点击设置，然后点击退出。,"- Để đăng xuất khỏi WeChat trên máy tính, bạn nhấp vào nút hình ☰ ở góc dưới bên trái WeChat, kích vào Settings (Cài đặt) rồi chọn Log Out."
213,方法 3,Phương pháp 3
213,方法 3 的 3:,Phương pháp 3 của 3:
213,使用macOS版微信,Sử dụng WeChat trên macOS
213,1. 在浏览器中前往 http://www.wechat.com/en/ 。,1. Truy cập http://www.wechat.com/en/ trên trình duyệt web.
213,同时，你需要手边准备好你的安卓、iPhone或iPad设备。,"Bạn cũng cần dùng đến thiết bị Android, iPhone hoặc iPad của mình."
213,图标看上去像是一个电脑桌面，里面写着“macOS”。,Biểu tượng có hình máy tính để bàn với chữ “macOS” bên trong.
213,3. 点击在Mac应用程序商店里下载程序，在应用程序商店里打开微信主页。,3. Nhấp vào Download on the Mac App Store (Tải xuống trên App Store của Mac).
213,4. 将微信程序下载到Mac电脑上。,4. Tải WeChat về máy tính Mac.
213,点击获取，然后点击安装，开始下载程序。,Nhấp vào GET (Lấy) rồi nhấp vào INSTALL để bắt đầu tải xuống.
213,完成安装后，微信会安装到应用程序文件夹里。,"Khi cài đặt xong, WeChat sẽ nằm trong thư mục Applications (Ứng dụng)."
213,- 在下载微信前，可能需要登录苹果账户。,- Có thể bạn cần đăng nhập Apple ID trước thì mới tải được WeChat.
213,5. 打开微信。,5. Mở WeChat.
213,它位于应用程序文件夹里。,Ứng dụng nằm trong thư mục Applications.
213,打开Finder（位于程序坞里，是一个笑脸图标），点击前往菜单，然后选择应用程序。,"Để truy cập thư mục này, bạn mở Finder (biểu tượng Mac đang mỉm cười nằm trong thanh Dock), nhấp vào trình đơn Go (Đi đến) rồi chọn Applications."
213,6. 在移动设备上打开微信程序。,6. Mở WeChat trên thiết bị di động.
213,你可以使用安装了微信程序的手机或平板。,Bạn có thể sử dụng điện thoại hoặc máy tính bảng có cài sẵn ứng dụng WeChat.
213,9. 用移动设备扫描屏幕上的二维码。,9. Sử dụng thiết bị di động của bạn để quét mã QR trên màn hình.
213,10. 点击移动设备上的登录按钮。,10. Nhấn vào Enter trên thiết bị di động.
213,- 如果想要退出电脑微信，点击微信左下角的☰按钮，点击设置，然后点击退出。,"- Để đăng xuất khỏi WeChat trên máy tính, bạn nhấp vào nút hình ☰ ở góc dưới bên trái WeChat, kích vào Settings rồi chọn Log Out."
214,步骤,Các bước
214,方法 1,Phương pháp 1
214,方法 1 的 2:,Phương pháp 1 của 2:
214,1. 在Microsoft Excel、OpenOffice Calc或Google Sheets中打开一个新的电子表格。,"1. Mở bảng tính mới trong Microsoft Excel, OpenOffice Calc hoặc Google Sheets."
214,- 如果你想把现有的电子表格转换成CSV格式，请直接跳到第4步。,"- Nếu bạn muốn chuyển đổi bảng tính có sẵn sang định dạng CSV, hãy tiếp tục bước #4."
214,2. 将每个标题或字段名称输入电子表格顶部第1行的单元格中。,2. Nhập từng tiêu đề hoặc tên trường vào các ô nằm trong hàng 1 ở đầu bảng tính.
214,例如，输入你所销售商品的数据，将“商品名称”输入A1单元格，将“商品价格”输入B1单元格，将“商品描述”输入C1单元格，以此类推。,"Chẳng hạn, đối với những mặt hàng mà bạn đang bán, hãy nhập “Tên mặt hàng” vào ô A1, “Giá mặt hàng” vào ô B1, “Mô tả mặt hàng” vào ô C1, vân vân.[1]"
214,[1] 研究来源,Nguồn nghiên cứu
214,3. 根据需要在电子表格的每一列中输入相关的数据。,3. Nhập dữ liệu vào bảng tính bên dưới mỗi cột nếu cần thiết.
214,继续以第2步的情况为例，在A2单元格中填写商品名称，在B2单元格中填写商品价格，然后在C2单元格中填写商品描述。,"Theo ví dụ vừa rồi trong bước #2, hãy nhập tên mặt hàng vào ô A2, giá bán vào ô B2 và mô tả về những mặt hàng đó trong ô C2."
214,如果使用的Google Sheets，相关选项将显示为“文件 > 下载 > 逗号分隔值(.,"Trên Google Sheets, tùy chọn này sẽ là “File > Download as (Tải xuống dưới dạng)”[2] Nguồn nghiên cứu"
214,方法 2,Phương pháp 2
214,方法 2 的 2:,Phương pháp 2 của 2:
214,"例如，输入你所销售物品的数据，在第一行中输入以下内容：“名称,价格,描述”。","Chẳng hạn như khi nhập dữ liệu về các mặt hàng mà bạn đang bán, hãy nhập như sau vào dòng đầu tiên: “ten,gia,mota”."
214,3. 在第二行中输入数据，格式与第一行的字段名称相同。,2. Nhập dữ liệu vào dòng thứ hai theo định dạng tương tự tên trường trong dòng đầu tiên.
214,使用步骤1中概述的例子，填写实际的商品名称，然后是商品的价格和描述。,"Theo ví dụ được mô tả trong bước #1, hãy nhập tên mặt hàng thực tế, theo sau là giá của mặt hàng cùng với mô tả."
214,4. 继续在下面各行中输入每个项目的数据。,3. Tiếp tục nhập dữ liệu của các mặt hàng vào từng dòng tiếp theo.
214,如果有任何字段是空白的，也一定要包括逗号，否则其余字段会出现错位。,"Nếu bạn để trống bất kỳ trường nào, đừng quên bao gồm dấu phẩy để các trường còn lại không bị mất dữ liệu."
214,5. 点击文件并选择保存。,4. Nhấp vào “File” và chọn “Save.”
214,6. 保存文件。,6. Nhấp vào “Save”.
215,如果你输入一条命令，并看到“找不到命令”的出错信息，这可能意味着保存可执行文件的目录没有添加到路径中。,"Nếu sau khi bạn nhập lệnh và nhận được lỗi ""command not found"" thì có thể thư mục chứa tập tin thực thi chưa được thêm vào đường dẫn."
215,本文教你如何找到文件的完整路径，显示Path环境变量，在必要时向路径添加新目录。,"wikiHow hôm nay sẽ hướng dẫn bạn thao tác tìm đường dẫn đầy đủ đến một tập tin, cách hiển thị các biến môi trường path và các bước thêm thư mục mới vào đường dẫn khi cần thiết."
215,步骤,Các bước
215,1. 找到文件的完整路径。,1. Tìm đường dẫn đầy đủ đến tập tin.
215,如果你需要找到系统上文件的绝对路径，可以使用find命令。,"Nếu như cần tìm đường dẫn tuyệt đối đến tập tin trên hệ thống, bạn có thể sử dụng lệnh find."
215,假设你需要找到一个名为fun的程序的完整路径：,Giả sử bạn cần tìm đường dẫn đầy đủ đến chương trình fun:
215,"- 输入find / -name ""fun"" –type f print，并按Enter。","- Nhập find / -name ""fun"" –type f print và nhấn ↵ Enter."
215,- 如果fun在名为/games/awesome的目录中，你就会在命令结果中看到/games/awesome/fun。,"- Nếu fun nằm trong thư mục /games/awesome, đường dẫn /games/awesome/fun sẽ hiện ra trong kết quả lệnh."
215,"- 输入find / -name ""fun"" –type f print，并按Enter。","- Nhập find / -name ""fun"" –type f print và nhấn ↵ Enter."
215,2. 显示path环境变量。,2. Hiển thị biến môi trường path.
215,当你输入命令时，shell将在路径指定的目录中查找它。,"Khi bạn nhập lệnh, shell sẽ tìm kiếm đối tượng trong thư mục được chỉ định bởi đường dẫn hiện tại."
215,你可以使用echo $PATH来查找shell设置了哪些目录，从而查看可执行文件。,Bạn có thể sử dụng lệnh echo $PATH để tìm thư mục mà shell được thiết lập nhằm kiểm tra tập tin khả dụng.
215,操作方法如下：,"Để tiến hành, bạn hãy:"
215,- 在“命令提示符”中输入echo $PATH，并按Enter。,- Nhập echo $PATH vào dấu nhắc lệnh và nhấn ↵ Enter.
215,- 结果应该是这样的：usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin,- Kết quả sẽ tương tự như sau: usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
215,如果你试图运行一个不在路径目录中的文件或命令，你会收到一个出错信息，显示找不到命令。,"Nếu bạn thử chạy một tập tin hay lệnh không nằm trong số các thư mục thuộc đường dẫn, lỗi báo rằng không tìm thấy lệnh sẽ hiện ra."
215,- 在“命令提示符”中输入echo $PATH，并按Enter。,- Nhập echo $PATH vào dấu nhắc lệnh và nhấn ↵ Enter.
215,3. 向路径中添加新目录。,3. Thêm thư mục mới vào đường dẫn.
215,假设你想运行一个名为fun的文件。,Giả sử rằng bạn muốn chạy tập tin fun.
215,但/games/awesome目录并不在路径中，你不想仅仅为了运行游戏而输入完整的路径。,"Tuy nhiên, /games/awesome lại không nằm trong đường dẫn của bạn, và hẳn là bạn không muốn nhập toàn bộ đường dẫn chỉ để khởi chạy game."
215,要想将它添加到路径，方法如下：[1] 研究来源,"Để thêm thư mục này vào đường dẫn, bạn cần:[1] Nguồn nghiên cứu"
215,- 输入export PATH=$PATH:/games/awesome，并按Enter。,- Nhập export PATH=$PATH:/games/awesome rồi nhấn ↵ Enter.
215,- 现在，你只需在命令行中输入它的名称（而不是/games/awesome/fun），并按Enter就可以运行fun。,"- Bây giờ, bạn có thể khởi chạy chương trình fun bằng cách nhập mỗi tên tập tin vào dòng lệnh (thay vì /games/awesome/fun) và nhấn ↵ Enter."
215,- 这个更改只影响当前shell。,- Thao tác này chỉ ảnh hưởng đến shell hiện tại.
215,如果你打开一个新的终端窗口，或在其他地方登录，就必须重新添加路径。,"Nếu bạn mở cửa sổ terminal mới hay đăng nhập vào bất cứ đâu, bạn sẽ phải thêm lại đường dẫn."
215,要永久保存你做出的更改，那就将这个命令添加到shell的配置文件中，例如.,"Nếu muốn thực hiện thay đổi vĩnh viễn, bạn cần thêm lệnh vào tập tin cấu hình của shell (ví dụ: .bashrc, .cshrc)."
215,- 输入export PATH=$PATH:/games/awesome，并按Enter。,- Nhập export PATH=$PATH:/games/awesome rồi nhấn ↵ Enter.
215,小提示,Lời khuyên
215,- 默认情况下，shell不会在Unix类型的操作系统（BSD、Linux等）中搜索当前目录，除非它已经在路径中。,"- Theo mặc định, shell không tìm kiếm thư mục hiện tại trong các hệ điều hành tương tự Unix (BSD, Linux, vân vân), trừ khi thư mục này đã nằm sẵn trong đường dẫn."
215,profile'。,profile'.
215,使用编辑器（如vi）打开、更改和保存。,"Sau đó, sử dụng trình chỉnh sửa (chẳng hạn như vi) để mở tập tin, thực hiện thay đổi và lưu lại."
215,警告,Cảnh báo
215,- 和往常一样，以root用户登录时要谨慎操作。,"- Như thường lệ, đừng quên thao tác một cách thận trọng khi đăng nhập dưới quyền người dùng cấp cao."
216,安卓设备上安装的两款谷歌应用程序和内置的时钟应用程序都可以高效地创建日程和提醒，你可以使用谷歌日历为所有谷歌相关地事项设置提醒。,"Cả ứng dụng Google và Android Clock (đồng hồ được tích hợp sẵn) đều rất hiệu quả trong việc đặt kế hoạch cho lời nhắc trên thiết bị Android, ngoài ra bạn còn có thể sử dụng Google Calendar để lên lịch lời nhắc cho tất cả tùy chọn được kết nối với Google."
216,步骤,Các bước
216,方法 1,Phương pháp 1
216,方法 1 的 3:,Phương pháp 1 của 3:
216,使用谷歌,Sử dụng Google
216,1. 打开谷歌，点击谷歌应用程序图标，图标是白色的背景，上面有一个蓝色的字母“G”，系着红、黄和绿颜色的条带。,"Nhấn vào biểu tượng ứng dụng Google hình chữ ""G"" màu đỏ, vàng, xanh lá và xanh dương trên nền trắng."
216,- 大多数安卓设备都预装有谷歌应用程序。,- Ứng dụng Google được cài đặt sẵn trên hầu hết thiết bị Android.
216,3. 点击提醒。,3. Nhấn vào Reminders (Lời nhắc).
216,这个选项位于菜单上方。,Tùy chọn này nằm gần đầu trình đơn.
216,点击后，屏幕中央出现一个新的提醒模板。,Mẫu lời nhắc mới sẽ hiện ra giữa màn hình.
216,5. 添加标题。,5. Thêm tiêu đề.
216,点击“标题”文本框，输入提醒的标题。,"Nhấn vào khung văn bản ""Title"" (Tiêu đề), sau đó nhập nội dung mà bạn muốn sử dụng làm tiêu đề lời nhắc."
216,6. 点击“时间”选框，位于“标题”部分下方。,"6. Nhấn vào ô đánh dấu ""Time"" (Thời gian)."
216,- 你也可以给提醒设置“位置”，这样当你到达设置的地点时，设备就会弹出对应的提醒，而不是在某一天的特定时间点提醒你。,"- Hoặc, bạn có thể chọn ""Place"" (Địa điểm) cho lời nhắc, nhưng như vậy thì lời nhắc sẽ chỉ báo một lần khi bạn đến nơi chứ không theo thời gian cụ thể trong ngày."
216,7. 设置提醒细节。,7. Thiết lập chi tiết lời nhắc.
216,你可以在菜单底部更改提醒的相关细节：,Bạn có thể thay đổi những chi tiết sau đây ở cuối trình đơn của lời nhắc :
216,- 日期 — 点击日期，然后从下拉菜单里选择一个日期，或者点击设置日期...来选择一天。,"- Date (Ngày) — Nhấn vào Date, sau đó chọn ngày trong trình đơn thả xuống hoặc nhấn vào Set date... (Thiết lập ngày) để chọn ngày cụ thể."
216,- 时间 — 点击时间，然后从下拉菜单里选择一个时间，或者点击设置时间...来选择特定的时间。,"- Time — Nhấn vào Time, sau đó chọn thời gian trong trong trình đơn thả xuống hoặc nhấn vào Set time... (Thiết lập thời gian) để chọn thời gian cụ thể."
216,- 重复 — 如果你想要设置重复提醒，请点击重复，然后点击灰色的每周重复开关，点击你想要重复提醒的日子。,"- Repeat (Lặp lại) — Nếu bạn muốn lời nhắc lặp lại, hãy nhấn vào Repeat, sau đó nhấn vào công tắc REPEAT WEEKLY (Lặp lại hàng tuần) màu xám và nhấn vào ngày mà bạn muốn lời nhắc sẽ lặp lại."
216,方法 2,Phương pháp 2
216,方法 2 的 3:,Phương pháp 2 của 3:
216,1. 打开安卓设备的闹钟程序。,1. Mở ứng dụng Clock (Đồng hồ) trên thiết bị Android.
216,点击闹钟应用程序图标，图标是一个白色或蓝色的圆圈，上面有黑色或白色的秒针和时针。,Nhấn vào biểu tượng ứng dụng Clock hình đồng hồ màu trắng/xanh với kim màu đen/trắng.
216,程序通常位于应用程序抽屉或主屏幕上。,Ứng dụng này thường nằm trong App Drawer và màn hình Home.
216,[1] 研究来源,Nguồn nghiên cứu
216,4.,4.
216,5. 选定时间。,5. Chỉ định thời gian.
216,滚动时和分钟，选择合适的时间，然后选择AM或PM。,"Vuốt trên số giờ và phút có sẵn cho đến khi bạn chọn được thời gian phù hợp, sau đó chọn AM (sáng) hoặc PM (chiều)."
216,- 如果使用24小时制，就不需要选择AM或PM。,- Nếu bạn sử dụng định dạng 24 giờ thì không cần chọn AM hay PM.
216,6. 如果需要的话，选择重复的日期。,6. Chọn ngày cần lặp lại nếu cần thiết.
216,如果想要一次设置多天的提醒，那么点击你想要重复提醒的日子。,"Nếu bạn muốn lời nhắc áp dụng nhiều lần thay vì chỉ một lần đã chọn, hãy nhấn vào tên viết tắt của các ngày mà bạn muốn báo thức lặp lại."
216,- 例如，如果你希望每周周二和周四提醒你，请点击“重复”部分里的两个T选项。,"- Chẳng hạn, nếu bạn muốn lời nhắc báo vào thứ ba (Tuesday) và thứ năm (Thursday) mỗi tuần, bạn nhấn vào các tùy chọn chữ T trong phần ""Repeat""."
216,7. 添加名字。,7. Thêm tên.
216,点击闹钟名称，然后输入提醒名称，点击确定。,"Nhấn vào Alarm name (Tên báo thức), sau đó nhập tên của lời nhắc vào rồi nhấn OK."
216,- 你也可以调整其它选项，如：允许瞌睡、设置铃声和振动。,"- Bạn cũng có thể điều chỉnh những tùy chọn khác như báo thức có rung hay không, chọn chuông hoặc độ rung cho báo thức trước khi tiếp tục."
216,点击它，保存闹钟，它会在选定的日期和时间提醒你。,Báo thức sẽ được lưu và kích hoạt cho ngày giờ mà bạn đã chọn.
216,方法 3,Phương pháp 3
216,方法 3 的 3:,Phương pháp 3 của 3:
216,使用谷歌日历,Sử dụng Google Calendar
216,1.,1.
216,2. 打开谷歌日历。,2. Mở Google Calendar.
216,点击谷歌应用程序商店里的打开按钮，或者点击蓝白色的谷歌日历图标。,"Nhấn vào OPEN (Mở) trên Google Play Store, hoặc nhấn vào biểu tượng ứng dụng Google Calendar màu xanh và trắng."
216,3. 浏览谷歌日历设置。,3. Thông qua các thiết lập của Google Calendar.
216,浏览新手教程页面，点击教程页面最后一页底部的获取它按钮，然后弹出提示时点击允许按钮。,"Vuốt qua các trang hướng dẫn ban đầu, sau đó nhấn vào GOT IT (Đã hiểu) ở cuối trang hướng dẫn cuối cùng và nhấn vào ALLOW (Cho phép)."
216,4. 选择日期。,4. Chọn ngày.
216,点击你想要设置提醒的日期。,Nhấn vào số ngày mà bạn muốn lên kế hoạch cho lời nhắc.
216,7. 输入提醒。,7. Nhập lời nhắc.
216,如果没有弹出安卓设备菜单，请点击“提醒我...”文本框，输入提醒名称。,"Nếu bàn phím của thiết bị Android không bật lên, bạn nhấn vào khung văn bản ""Remind me to..."" (Nhắc tôi về), sau đó nhập tên lời nhắc vào."
216,9. 设定提醒细节。,9. Nhập chi tiết cho lời nhắc.
216,你可以更改以下选项：,Bạn có thể thay đổi những tùy chọn sau:
216,- 所有日期 — 如果你想要在特定时间提醒你，请点击蓝色的“所有日期”开关，关闭它。,"- All-day (Cả ngày) — Nhấn vào công tắc ""All-day"" màu xanh để tắt tính năng cả ngày nếu sự kiện của bạn diễn ra vào một thời gian cụ thể, hoặc nhấn vào công tắc ""All-day"" màu xám (nếu cần thiết) khi lời nhắc của bạn báo về sự kiện diễn ra cả ngày."
216,- 时间 — 如果关闭了“所有日期”开关，请点击时间，然后选择一个新时间，点击确定按钮。,"- Time — Nếu bạn đã tắt nút ""All-day"" thì nhấn vào đây để chọn thời gian mới, sau đó nhấn OK."
216,- 重复 — 如果你想要重复提醒，请点击不要重复选项，在菜单中选择“重复”选项。,"- Repetition (Lặp lại) — Nếu bạn muốn lời nhắc lặp lại thì nhấn vào tùy chọn Does not repeat (Không lặp), sau đó chọn một tùy chọn từ trong trình đơn."
216,你也可以点击菜单底部的自定义...来选择特定日期。,Bạn cũng có thể nhấn Custom... (Tùy chỉnh) ở cuối trình đơn và chọn ngày cụ thể.
216,- 当你在安卓设备上登录谷歌账户时，提醒就会出现在谷歌日历程序里。,- Lời nhắc sẽ hiển thị trên mọi ứng dụng Google Calendar của thiết bị Android mà bạn đăng nhập tài khoản Google Account.
216,小提示,Lời khuyên
216,- 如果你不想使用安卓闹铃或谷歌应用程序，可以选择安装其它第三方提醒应用程序。,- Có nhiều ứng dụng lên kế hoạch của bên thứ ba mà bạn có thể cài đặt nếu như bạn không muốn sử dụng ứng dụng Clock hoặc Google của Android.
216,大部分应用程序都需要支付费用、订阅程序或一次性购买。,Đa số các ứng dụng này đều yêu cầu một số hình thức trả phí theo thuê bao hoặc mua một lần.
216,警告,Cảnh báo
216,- 当你使用闹钟程序来设置提醒时，请确认AM/PM选项是否正确。,"- Khi bạn sử dụng ứng dụng Clock để lên kế hoạch lời nhắc, hãy kiểm tra để chắc chắn mình đã chọn chế độ AM/PM phù hợp."
217,步骤,Các bước
217,方法 1,Phương pháp 1
217,方法 1 的 3:,Phương pháp 1 của 3:
217,1. 把烤箱预热到230° C。,1. Bật lò nướng ở nhiệt độ 200°C.
217,2. 用冷水把鸡洗干净。,2. Rửa thịt gà bằng nước lạnh.
217,6. 把鸡放在烤盘上。,6. Cho gà (đã được đặt trên khay) vào lò nướng.
217,方法 2,Phương pháp 2
217,方法 2 的 3:,Phương pháp 2 của 3:
217,方法 3,Phương pháp 3
217,方法 3 的 3:,Phương pháp 3 của 3:
218,这篇文章将教你如何使用Windows或Mac电脑的摄像头拍摄照片。,wikiHow hôm nay sẽ hướng dẫn bạn cách dùng webcam của máy tính Windows và Mac để chụp ảnh.
218,你可以在Windows 10系统中使用相机程序拍照，也可以使用Mac电脑的“Photo Booth”应用程序来拍照。,"Bạn có thể sử dụng ứng dụng Camera trên Windows 10, hoặc Photo Booth trên Mac."
218,步骤,Các bước
218,方法 1,Phương pháp 1
218,方法 1 的 2:,Phương pháp 1 của 2:
218,在Windows电脑上,Trên Windows
218,1. 确保你的电脑带有摄像头。,1. Bạn cần chắc rằng máy tính có webcam.
218,如果笔记本电脑上有内置摄像头，那你就能轻松地拍摄照片。,Nếu là laptop có webcam tích hợp sẵn như thường thấy thì bạn có thể dễ dàng chụp ảnh.
218,如果没有，你需要在进行下一步之前先安装摄像头。,"Còn nếu không, bạn cần cài đặt webcam cho máy tính trước khi tiếp tục."
218,2.,2.
218,3. 在开始菜单里输入相机。,3. Nhập camera vào Start.
218,4. 点击相机图标。,4. Nhấp vào Camera.
218,它位于开始窗口的顶部，是一个白色的相机形状的图标。,Biểu tượng máy ảnh màu trắng này nằm đầu cửa sổ Start.
218,5. 等待程序打开笔记本的摄像头。,5. Chờ camera của máy tính bật lên.
218,6. 将你想要拍摄的东西面朝笔记本，放到摄像头前面。,6. Đưa máy tính về phía đối tượng bạn muốn chụp.
218,接着会拍摄照片，并将它保存到Windows电脑照片应用程序里。,Ảnh sẽ được chụp và lưu vào ứng dụng Photographs của máy tính Windows.
218,方法 2,Phương pháp 2
218,方法 2 的 2:,Phương pháp 2 của 2:
218,在Mac电脑上,Trên Mac
218,1.,1.
218,2. 在“Spotlight”中输入photo booth。,2. Nhập photo booth vào Spotlight.
218,3. 点击Photo Booth。,3. Nhấp vào Photo Booth.
218,打开后，摄像头旁边会亮起绿灯。,"Khi camera bật, đèn màu xanh lá bên cạnh sẽ sáng lên."
218,5. 将你想要拍摄的东西面朝笔记本，放到摄像头前面。,5. Đưa máy tính Mac về phía đối tượng bạn muốn chụp.
218,点击它，拍摄照片，并将照片保存到Mac电脑的照片应用程序里。,Ảnh sẽ được chụp và thêm vào ứng dụng Photos của Mac.
218,- 如果启用了iPhone或iPad的照片流功能，那么照片也会出现在iPhone或iPad上。,- Hình ảnh cũng sẽ xuất hiện trên iPhone hoặc iPad nếu bạn đã bật Photo Stream.
218,小提示,Lời khuyên
218,- Windows 7电脑需要你安装相机对应的拍摄程序才能拍摄照片（如：CyberLink YouCam相机需要安装名为“YouCam”程序等。,"- Máy tính Windows 7 đòi hỏi bạn dùng ứng dụng riêng của camera (chẳng hạn, camera được giám sát bởi CyberLink YouCam có ứng dụng tên là ""YouCam"" hoặc tương tự)."
218,如果不确定相机名称，只需要在开始菜单里输入“相机”，然后查看电脑机型，确定电脑使用的摄像头类型。,"Nếu bạn không biết chắc tên camera, hãy thử gõ ""camera"" vào Start, hoặc tra cứu số hiệu của máy tính để biết loại camera được tích hợp."
218,- Photo Booth程序带有许多滤镜和其它效果，你可以使用它们来调整照片。,- Photo Booth có sẵn nhiều bộ lọc và hiệu ứng mà bạn có thể áp dụng để chỉnh ảnh khi chụp.
218,警告,Cảnh báo
218,- 一般来说，笔记本摄像头拍摄的照片画质比不上智能手机、平板或单反相机拍摄的照片。,"- Hình chụp bởi webcam có chất lượng thấp hơn nhiều so với ảnh chụp bằng smartphone, máy tính bảng và máy ảnh kỹ thuật số (DSLR)."
219,步骤,Các bước
219,方法 1,Phương pháp 1
219,方法 1 的 2:,Phương pháp 1 của 3:
219,Safari浏览器,Safari
219,方法 2,Phương pháp 3
219,方法 2 的 2:,Phương pháp 3 của 3:
219,1. 打开Chrome浏览器。,1. Mở Firefox.
219,小提示,Lời khuyên
219,警告,Cảnh báo
220,如果你选择的语言和你目前的居住地不一致，那么像语音购物之类的功能就无法使用。,"Một số tính năng, chẳng hạn như Voice Purchasing (Mua bằng giọng nói), sẽ không hoạt động nếu chọn ngôn ngữ khác với khu vực mà bạn hiện đang sinh sống."
220,步骤,Các bước
220,1. 打开Alexa应用程序。,1. Mở ứng dụng Alexa.
220,- 如果设备上没有这个应用程序，你可以在Google Play Store下载（安卓），或者在App Store下载（苹果）。,"- Nếu chưa cài đặt ứng dụng, bạn có thể tải xuống ứng dụng Alexa trên điện thoại Android từ Google Play Store hoặc trên iPhone qua App Store và đăng nhập bằng địa chỉ email và mật khẩu vào tài khoản Amazon của bạn."
220,3. 点击你想要更改语言的设备。,3. Nhấn vào thiết bị bạn muốn thay đổi.
220,如果你没有更改设备名称，初始的名称应该是Echo 或者Echo Dot。,"Nếu bạn chưa đặt tên tùy chỉnh cho thiết bị, thì thiết bị sẽ có tên đại loại như Echo hoặc Echo Dot."
220,4. 向下滑动屏幕，然后点击语言。,4. Cuộn xuống và nhấn Language (Ngôn ngữ).
220,你就会看见目前使用的语言。,Ngôn ngữ hiện tại sẽ được hiển thị.
