src_id,zh,vi
2365,突变对电流密度的主要影响不是临床严重程度的主要决定因素。,Tác động chính của đột biến đối với mật độ dòng điện không phải là yếu tố chính xác định mức độ nghiêm trọng lâm sàng.
2365,我们只能通过iPSC技术来解决的一个关键问题。,Một câu hỏi quan trọng mà chúng ta chỉ có thể giải quyết bằng công nghệ iPSC.
2366,这些通道对患者神经元的功能影响是什么，我们可以依靠神经元本身来组装通道？,"Những kênh này có những tác động chức năng gì đối với các tế bào thần kinh của bệnh nhân, nơi chúng ta có thể dựa vào chính các tế bào thần kinh để lắp ráp kênh?"
2366,为了解决这个问题，我们一直在使用,"Để giải quyết vấn đề này, chúng tôi đã sử dụng"
2367,我之前向您描述的异源表达模型的分类，用于选择代表性变异体并分析其对iPSC患者来源神经元的影响。,phân loại từ mô hình biểu hiện dị hợp tử mà tôi đã mô tả với bạn trước đó để chọn các biến thể đại diện và phân tích ảnh hưởng của chúng trong tế bào thần kinh được tạo ra từ tế bào gốc vạn năng cảm ứng (iPSC) của bệnh nhân.
2368,我们与约翰·米利查普以及芝加哥劳里儿童医院的其他临床医生合作，制定了一项经伦理审查委员会批准的方案，该方案使我们能够招募患者。,"Hợp tác với John Millichap và các bác sĩ lâm sàng khác tại Bệnh viện Nhi Laurie ở Chicago, chúng tôi đã thiết lập một giao thức được IRB phê duyệt, cho phép chúng tôi tuyển dụng"
2369,20名患有KCNQ2相关癫痫的儿童。,20 trẻ em mắc bệnh động kinh liên quan đến KCNQ2.
2369,我们已经从所有这些病例中建立了诱导多能干细胞系，并且迄今为止已通过CRISPR/Cas9成功纠正了其中大约一半的突变。,Chúng tôi đã tạo ra các dòng tế bào gốc vạn năng cảm ứng từ tất cả các trường hợp này và đã sửa chữa thành công đột biến của chúng bằng CRISPR/Cas9 ở khoảng một nửa số trường hợp cho đến nay.
2370,这位患者是一位女性，没有已知的家族史，被临床诊断为癫痫发作。,Đây là một phụ nữ không có tiền sử gia đình đã được chẩn đoán lâm sàng là động kinh.
2371,她在出生后一个月内。,Trong vòng một tháng sau khi cô ấy được sinh ra.
2371,在她加入我们项目时，她已经13岁了，并且有明显的脑发育迟缓。,"Vào thời điểm cô ấy được tuyển dụng vào chương trình của chúng tôi, cô ấy đã 13 tuổi và có sự chậm phát triển thần kinh đáng kể."
2371,临床基因检测,Bảng xét nghiệm di truyền lâm sàng
2372,测试显示在 KCNQ2 基因中存在一个新的杂合变异，导致氨基酸发生了 R2581Q 变化。,"Kết quả kiểm tra cho thấy một biến thể dị hợp tử de novo duy nhất trong gen KCNQ2, dẫn đến thay đổi axit amin R2581Q."
2373,在右下方，我展示了一些基于分化的 Ngn2 的基本特征。,"Ở góc dưới bên phải, tôi đang cho bạn thấy một số đặc điểm cơ bản của Ngn2 biệt hóa."
2374,皮质兴奋性神经元，它们都是谷氨酸能的，并且都标记有 GFP，以便我们可以在培养中识别它们。,"Các tế bào thần kinh kích thích vỏ não, tất cả đều là glutamatergic và tất cả đều được đánh dấu bằng GFP để chúng ta có thể xác định chúng trong nuôi cấy."
2375,从该患者获得的兴奋性神经元是多电极阵列，它使我们能够在体外记录一段时间内神经元群的自发活动,"Các tế bào thần kinh kích thích được lấy từ bệnh nhân này là mảng đa điện cực, cho phép chúng tôi ghi lại hoạt động tự phát từ quần thể tế bào thần kinh trong một khoảng thời gian in vitro"
2376,在此期间，神经元不断成熟并发展成一个功能性网络。,trong đó các tế bào thần kinh liên tục trưởng thành và phát triển một mạng lưới chức năng.
2376,这是主要数据的一部分。,Đây là một số dữ liệu chính.
2378,第 12、13 和 15 天，以及此处量化的相对值，表示患者神经元中活跃电极的数量（红色显示），以及同基因对照神经元中活跃电极的数量（蓝色显示）,"Ngày 12, 13 và 15, và được định lượng ở đây như là số lượng điện cực hoạt động tương đối trong các tế bào thần kinh của bệnh nhân, được hiển thị bằng màu đỏ, và các tế bào thần kinh đối chứng đẳng gen, được hiển thị bằng màu xanh lam"
2379,以及不同基因型的每个神经元的平均放电频率。,cũng như tốc độ bắn trung bình cho mỗi một trong các kiểu gen khác nhau.
2379,最重要的是，当我们在培养中评估这些神经元的活性长达数周时，我们观察到,"Quan trọng nhất là khi chúng tôi đánh giá hoạt động của các tế bào thần kinh này trong vài tuần nuôi cấy, chúng tôi đã quan sát thấy một"
2380,在患者细胞的情况下，它们的放电行为发生了显著变化。,Một sự thay đổi đáng kể trong hành vi bắn của chúng đã được quan sát thấy trong trường hợp các tế bào của bệnh nhân.
2380,我们特别发现，突变神经元表现出大量爆发，每次爆发中的尖峰数量增加，,"Cụ thể, chúng tôi đã phát hiện ra rằng các tế bào thần kinh đột biến thể hiện một số lượng lớn các vụ nổ, một số lượng tăng lên các gai mỗi vụ nổ,"
2381,这在左上角的栅格图中以及这些定量数据中显示。,Điều này được hiển thị ở đây trong các biểu đồ raster ở trên cùng bên trái cũng như trong các dữ liệu định lượng này.
2382,时间推移过程中的测量结果位于底部。,Các phép đo theo thời gian ở dưới cùng.
2382,总体而言，这些指标告诉我们，患者的神经元表现出明显增强的自发性爆发性放电。,"Nhìn chung, những chỉ số này cho chúng ta biết rằng các tế bào thần kinh của bệnh nhân thể hiện sự tăng cường đáng kể hoạt động phóng điện tự phát theo chuỗi."
2383,我们对这些发现感到兴奋，因为诊断为 KCNQ2 相关癫痫的儿童在脑电图 (EEG) 中表现出一种特征性模式，称为爆发抑制活动模式。,"Chúng tôi rất phấn khích về những phát hiện này bởi vì trẻ em được chẩn đoán mắc chứng động kinh liên quan đến KCNQ2 thể hiện một mô hình đặc trưng trong điện não đồ (EEG) của chúng, được biết đến là mô hình hoạt động ức chế đột phát."
2384,事实上，当我们在同一个栅格图中表示 iPSC 衍生的神经数据时,"Trên thực tế, khi chúng tôi thể hiện dữ liệu thần kinh có nguồn gốc từ iPSC trong một biểu đồ raster trong cùng"
2386,这为我们提供了一个表型平台，可以用来研究疾病机制，以及评估治疗方案。,Điều này cung cấp cho chúng ta một nền tảng kiểu hình có thể được sử dụng để điều tra cơ chế bệnh cũng như để đánh giá các lựa chọn điều trị.
2387,为了更好地了解驱动这种放电行为变化的机制，我们使用单细胞膜片钳分析。,"Để hiểu rõ hơn cơ chế thúc đẩy sự thay đổi hành vi bắn này, chúng tôi sử dụng phân tích patch clamp tế bào đơn."
2387,事实上，当我们平均分析 50 到 60 个神经元时,"Trên thực tế, khi chúng tôi phân tích trung bình từ 50 đến 60 nơron"
2388,我们发现，在独立的分化队列中，每个基因型下，患者细胞表现出动作电位复极的增强，动作电位半宽变窄。,"Chúng tôi nhận thấy rằng, đối với mỗi kiểu gen trên các nhóm phân hóa độc lập, các tế bào của bệnh nhân cho thấy sự tăng cường tái cực tiềm năng hoạt động, với độ rộng nửa tiềm năng hoạt động nhanh hơn."
2389,并且在超极化后快速增强。,và tăng cường nhanh chóng sau các tiềm năng siêu phân cực.
2389,最显著的是，在我们的记录实验时间线上，患者神经元的爆发后AHPs始终更大。,Nổi bật nhất là AHP sau bùng nổ lớn hơn trong các tế bào thần kinh của bệnh nhân trong suốt dòng thời gian của các thí nghiệm được ghi lại của chúng tôi.
2390,利用转录组学和药理学方法，我们鉴定出一组由BK和SK通道介导的钾电流功能性上调驱动的稳态失衡变化。,"Sử dụng các phương pháp phiên mã và dược lý, chúng tôi đã xác định một tập hợp các thay đổi mất cân bằng nội môi được thúc đẩy bởi sự điều hòa tăng cường chức năng của dòng điện kali được trung gian bởi các kênh BK và SK."
2391,左侧是定量实时PCR分析，显示患者神经元在体外培养3周和5周后，几个钾通道和其他相关基因的表达上调。,Bên trái là phân tích PCR thời gian thực định lượng cho thấy sự điều chỉnh tăng cường của một số kênh kali và các gen liên quan khác trong tế bào thần kinh của bệnh nhân sau 3 tuần và 5 tuần nuôi cấy.
2392,我向您展示的右侧实际上是，用 SK 和 BK 通道抑制剂阿帕敏和帕西林治疗患者神经元挽救了相位爆发，而锌治疗没有效果。,"Phía bên phải mà tôi đang chỉ cho bạn, trên thực tế là điều trị các tế bào thần kinh của bệnh nhân với các chất ức chế kênh SK và BK, Apamin và Paxilline đã cứu được hoạt động bùng phát pha, trong khi điều trị kẽm không có tác dụng."
2393,接下来我们想要确保这些相当出乎意料的变化确实是由突变对M电流本身的初级缺陷驱动的。,"Tiếp theo, chúng tôi muốn đảm bảo rằng những thay đổi khá bất ngờ được xác định thực sự được thúc đẩy bởi khiếm khuyết chính của đột biến đối với dòng M chính nó."
2394,为了检验这一想法，我们用一种被称为XE991的特定M电流阻断剂对对照神经元进行慢性处理，并通过单细胞膜片钳、多电极阵列来评估神经元活动。,"Để kiểm tra ý tưởng này, chúng tôi đã điều trị mãn tính các tế bào thần kinh đối chứng với một chất ức chế dòng M đặc hiệu được biết đến là XE991 và đánh giá hoạt động thần kinh bằng kỹ thuật kẹp vá tế bào đơn, mảng điện cực đa kênh, cũng như"
2395,如通过定量实时PCR所见。,Như được thể hiện bằng PCR thời gian thực định lượng.
2395,我们发现，在对照神经元中持续抑制M电流，表型上模拟了突变型KCNQ2患者特异性神经元中观察到的改变。,Chúng tôi thấy rằng sự ức chế mãn tính dòng M trong các tế bào thần kinh đối chứng  mô phỏng các thay đổi được nhìn thấy trong các tế bào thần kinh đặc hiệu của bệnh nhân  đột biến KCNQ2.
2396,有趣的是，慢性抑制的影响在某些情况下比在患者神经元上观察到的影响更显著，此外，虽然转录变化并非完全一致,"Điều thú vị là tác động của sự ức chế mãn tính trong một số trường hợp còn ấn tượng hơn so với những tác động được nhìn thấy trên các tế bào thần kinh của bệnh nhân, hơn nữa, trong khi những thay đổi về phiên mã không phải là một trăm"
2397,患者神经元和长期治疗对照组神经元之间的重叠百分比。,Tỷ lệ chồng chéo giữa các tế bào thần kinh của bệnh nhân và các tế bào thần kinh đối chứng được điều trị mãn tính.
2397,总的来说，失衡机制与我们最初的假设一致。,Các cơ chế bất ổn định tổng thể phù hợp với giả thuyết ban đầu của chúng tôi.
2398,到目前为止，我向您展示的所有内容都与一个特定的人有关。,Tất cả những gì tôi đã cho bạn xem cho đến nay đều liên quan đến một cá nhân cụ thể.
2398,至关重要的是，我们必须确定这些表型改变以及这种失稳机制,Điều quan trọng là chúng ta phải xác định xem những thay đổi về kiểu hình này cũng như cơ chế mất cân bằng nội môi này
2399,我们发现这些结果在更广泛的 KCNQ2 患者中具有相关性。,Chúng tôi đã xác định rằng những kết quả này có liên quan rộng rãi hơn đối với các bệnh nhân KCNQ2 khác.
2400,KCNQ2 基因的突变在多电极阵列上测量的增强自发相位爆发表型方面具有相同的特征。,"Các đột biến trong gen KCNQ2 chia sẻ cùng một kiểu hình bùng nổ pha tự phát tăng cường, được đo trên mảng đa điện cực."
2400,具体来说，我在这里向您展示了另外两个,"Cụ thể, tôi đang chỉ cho bạn hai ví dụ bổ sung ở đây"
2401,这里显示的 R581Q 个体旁边的病例，在最右边五个病例中。,"Các trường hợp bên cạnh cá thể R581Q được hiển thị ở đây, trong năm trường hợp ở bên phải cùng."
2401,重要的是，这三个病例对 M 电流密度的功能丧失效应存在差异，如这里所示,"Điều quan trọng là ba trường hợp này có mức độ mất chức năng khác nhau  ảnh hưởng đến mật độ dòng M, như được hiển thị ở đây"
2403,我们目前专注于解决这些关键问题。,Và chúng tôi hiện đang tập trung vào việc giải quyết những câu hỏi quan trọng này.
2403,总而言之，我已经向您展示了 KCNQ2 离子通道病是一种重要的单基因癫痫病因。,"Tóm lại, tôi đã cho bạn thấy rằng bệnh lý kênh KCNQ2 là một nguyên nhân quan trọng của bệnh động kinh đơn gen."
2404,许多 KCNQ2 变异的临床意义尚不清楚。,Nhiều biến thể KCNQ2 có ý nghĩa lâm sàng chưa rõ.
2404,自动膜片钳可以对 KCNQ2 变异进行分类。,Kỹ thuật patch clamp tự động có thể phân loại các biến thể KCNQ2.
2404,KCNQ2 iPSC 衍生的神经元表现出自发性爆发抑制性放电,Các tế bào thần kinh có nguồn gốc từ iPSC KCNQ2 biểu hiện sự ức chế bùng nổ tự phát
2405,这让人想起 KCNQ2 患者的脑电图模式。,Điều này gợi nhớ đến mô hình EEG của bệnh nhân KCNQ2.
2406,我们目前关注的问题是，这些基于KCNQ2 iPSC的模型是否确实可以用来评估靶向钾离子通道的小分子的疗效。,Và câu hỏi mà chúng tôi đang tập trung vào hiện tại là liệu những mô hình dựa trên iPSC KCNQ2 này có thực sự có thể được sử dụng để đánh giá hiệu quả của các phân tử nhỏ nhắm mục tiêu vào các kênh kali hay không.
2407,感谢您的关注和时间。,Cảm ơn bạn đã chú ý và dành thời gian.
2408,特别是卡洛斯·瓦诺耶和艾尔·乔治，以及我们的资助机构美国国立卫生研究院（NIH），它一直通过一个无墙 U-54 中心资助这项工作，以及纽约干细胞基金会，它一直资助我的实验室。,"đặc biệt là Carlos Vanoye và Al George, cũng như các cơ quan tài trợ của chúng tôi, NIH, đã hỗ trợ công việc này thông qua một khoản tài trợ trung tâm U-54 không có tường, cũng như Quỹ tế bào gốc New York, đã hỗ trợ phòng thí nghiệm của tôi."
2409,我们的下一位演讲者是戴维·贝莱尔医生。,Diễn giả tiếp theo của chúng ta là Tiến sĩ David Belair.
2410,他目前是艾伯维在伊利诺伊州北芝加哥的资深科学家。,"Ông hiện là nhà khoa học cao cấp tại Abbvie ở North Chicago, Illinois."
2410,今天他将讨论他以前的工作，题为：模拟外周,"Hôm nay, ông sẽ thảo luận về công trình trước đây của mình với tiêu đề: Mô hình hóa ngoại vi"
2411,使用干细胞衍生的外周神经元在多电极阵列上进行神经病学研究。,Bệnh thần kinh với các tế bào thần kinh ngoại vi có nguồn gốc từ tế bào gốc trên các mảng điện cực đa cực.
2411,感谢您的介绍，并感谢Axion邀请我们介绍我们的研究。,Cảm ơn bạn đã giới thiệu và cảm ơn Axion đã mời chúng tôi trình bày về nghiên cứu của chúng tôi.
2411,这里,Đây
2412,我们使用了一种方法来模拟周围神经病变，该方法使用干细胞衍生的周围神经元，我们使用的一种工具是多电极阵列Axion Maestro系统。,Chúng tôi đã sử dụng một phương pháp để mô hình hóa bệnh thần kinh ngoại biên bằng cách sử dụng các tế bào thần kinh ngoại biên có nguồn gốc từ tế bào gốc và một trong những công cụ mà chúng tôi sử dụng để làm điều đó là hệ thống mảng đa điện cực Axion Maestro.
2413,我目前是艾伯维公司的员工。,"Hiện tại, tôi là nhân viên của Abbvie Inc."
2413,这里表达的观点仅代表我个人。,Các quan điểm được nêu ở đây là của riêng tôi.
2414,这是一些关于周围神经病变的背景信息，周围神经病变是一种常见的、使人衰弱的不良事件，常与化疗有关。,"Đây là một số thông tin nền về bệnh thần kinh ngoại biên, một tác dụng phụ phổ biến và suy nhược thường liên quan đến hóa trị liệu."
2414,感觉症状首先出现在身体最远端的部位，即手和脚。,"Các triệu chứng cảm giác phát triển đầu tiên ở các phần xa nhất của cơ thể, bàn tay và bàn chân."
2415,表现为麻木、刺痛、感觉异常、感觉障碍、像射击或电击样的疼痛感，严重情况下会导致完全丧失感觉。,"Biểu hiện bằng tê, ngứa ran, dị cảm, rối loạn cảm giác, cảm giác đau như bị bắn hoặc đau như điện giật, và trong trường hợp nghiêm trọng có thể dẫn đến mất cảm giác hoàn toàn."
2416,有时，这也与运动症状有关，例如远端无力、步态障碍、精细运动障碍，很少见的是自主神经症状。,"Đôi khi, điều này cũng liên quan đến các triệu chứng vận động như yếu cơ ở xa, rối loạn đi lại, suy giảm vận động tinh tế và hiếm khi là các triệu chứng tự chủ."
2416,周围神经病变的诊断可以通过血液检查来排除营养不良。,Chẩn đoán bệnh thần kinh ngoại biên có thể được thực hiện từ xét nghiệm máu để loại trừ tình trạng thiếu dinh dưỡng.
2417,缺乏或潜在疾病，如糖尿病或免疫功能障碍。,Thiếu hụt hoặc tình trạng tiềm ẩn như tiểu đường hoặc rối loạn chức năng miễn dịch.
2417,影像检查以排除异常，结构异常，如椎间盘突出或肿瘤。,"Chụp ảnh để loại trừ bất thường, bất thường về cấu trúc, như thoát vị đĩa đệm hoặc khối u."
2417,重要的是，我将在后面讨论的神经功能检查，肌电图，神经传导,"Điều quan trọng là những gì tôi sẽ đề cập sau đó là xét nghiệm chức năng thần kinh, điện cơ, dẫn truyền thần kinh"
2418,速度、功能性筛查检查反射、汗液测试、感觉测试，最具侵入性的将是神经或皮肤活检，以检查结构或神经异常。,"Tốc độ, sàng lọc chức năng xem xét phản xạ, xét nghiệm mồ hôi, xét nghiệm cảm giác, và xâm lấn nhất là sinh thiết thần kinh hoặc da để tìm kiếm bất thường về cấu trúc hoặc thần kinh."
2419,周围神经病变最常见于通过各种机制起作用的抗肿瘤药物，左侧显示了一些例子。,"Bệnh thần kinh ngoại biên thường gặp nhất ở các loại thuốc chống ung thư hoạt động thông qua các cơ chế khác nhau được hiển thị ở bên trái, đây là một số ví dụ."
2422,微管蛋白抑制微管形成，而紫杉醇和多西他赛属于紫杉烷家族，抑制微管蛋白解聚，导致细胞周期停滞和微管破坏。,Tubulin và ức chế sự hình thành vi ống và paclitaxel và dosataxel thuộc họ taxane ức chế sự tháo rời của tubulin dẫn đến sự đình chỉ chu kỳ tế bào và vi ống bị gián đoạn.
2423,其他机制包括,Các cơ chế khác bao gồm
2424,神经炎症和髓鞘退化，这通常是轴突退化的继发结果，但也可能是格林-巴利综合征的特征，格林-巴利综合征是一种影响免疫系统的疾病。,"Viêm thần kinh và thoái hóa myelin, thường là hậu quả thứ phát của thoái hóa trục sợi, nhưng cũng có thể là đặc trưng của hội chứng Guillain-Barré, một bệnh tự miễn ảnh hưởng"
2425,一类被低估的与神经病变相关的化合物是受体酪氨酸激酶抑制剂。,Một lớp hợp chất bị đánh giá thấp có liên quan đến bệnh thần kinh là chất ức chế tyrosine kinase thụ thể.
2425,右侧显示的是,Được hiển thị ở đây bên phải là một
2426,临床试验的统计分析表明，服用杰夫受体抑制剂的患者在临床上患神经病变的风险增加，以及对 62 种已批准药物的分析,Phân tích thống kê các thử nghiệm lâm sàng cho thấy bệnh nhân dùng thuốc ức chế thụ thể Jeff có nguy cơ tăng phát triển bệnh thần kinh ngoại biên trong phòng khám và phân tích 62 loại thuốc đã được phê duyệt
2427,迄今为止，激酶抑制剂的研究表明，其中有 30 种与临床神经病变有关。,Các nghiên cứu về chất ức chế kinase cho đến nay cho thấy 30 trong số chúng có liên quan đến bệnh thần kinh ngoại biên trong lâm sàng.
2427,本文介绍了一个关于 CC-90003 的案例研究，CC-90003 是一种由 Celgene 开发的化合物。,"Một nghiên cứu trường hợp được trình bày ở đây cho CC-90003, một hợp chất được phát triển bởi Celgene."
2428,一种共价ERK1 / 2抑制剂，正在研究作为实体瘤治疗方法。,Một chất ức chế ERK1/2 cộng hóa trị được nghiên cứu như một liệu pháp cho các khối u rắn.
2428,因此，顶部显示了CC-90003的晶体结构，以及一个表明它具有相对选择性的图表。,"Vì vậy, được hiển thị ở đầu là cấu trúc tinh thể của CC-90003 cũng như một biểu đồ cho thấy nó tương đối chọn lọc."
2430,特别是在 KRAS 突变模型中，然而当这种分子进入临床试验阶段时，在 1a 期临床试验中治疗了 19 名患者后。,"và đặc biệt là trong các mô hình đột biến K-RAS, tuy nhiên khi phân tử này được đưa vào lâm sàng, sau khi 19 bệnh nhân được điều trị trong thử nghiệm lâm sàng giai đoạn 1a."
2431,临床试验已停止，CC-90003 的开发也已停止，部分原因是临床试验中观察到神经毒性作用，表现为少数患者出现[症状]。,"Thử nghiệm lâm sàng đã bị dừng và việc phát triển CC-90003 đã bị ngừng, một phần do các tác dụng thần kinh độc hại được quan sát thấy trong thử nghiệm lâm sàng, biểu hiện ở một số bệnh nhân."
2432,有不同的方法。,Có nhiều cách khác nhau.
2433,将临床试验结果置于背景中，我们回顾了非临床 CC-90003 数据，这些数据是申报前关键研究中使用的，包括小鼠的 28 天 GLP 研究。,"Đặt kết quả thử nghiệm lâm sàng vào ngữ cảnh, chúng tôi xem xét lại dữ liệu phi lâm sàng về CC-90003 mà các nghiên cứu chính đã sử dụng trong hồ sơ trước khi thử nghiệm lâm sàng, bao gồm một nghiên cứu GLP 28 ngày ở chuột."
2434,没有观察到神经病变的迹象，并且对犬进行了为期 28 天的 GLP 研究，包括为期 28 天的恢复期，该研究具有标准终点以及神经传导速度测量,"nơi không có dấu hiệu nào của bệnh thần kinh được quan sát và một nghiên cứu GLP kéo dài 28 ngày ở chó với thời gian phục hồi 28 ngày, nghiên cứu này có các điểm cuối tiêu chuẩn cũng như các phép đo tốc độ dẫn truyền thần kinh"
2435,这些症状是在非 GLP 探索性研究中由于神经病学的临床科学而添加的。,Những dấu hiệu lâm sàng này đã được thêm vào do khoa học lâm sàng về bệnh thần kinh trong nghiên cứu thăm dò phi GLP.
2435,在 GLP 研究中，相同的临床症状在用化合物给药一周后出现。,"Trong nghiên cứu GLP, cùng những dấu hiệu lâm sàng đã xuất hiện sau một tuần dùng thuốc với hợp chất."
2436,在16 mg/kg/day的剂量水平下，除了临床大小外，感觉和运动神经的传导速度在该剂量水平下在该周内也显著下降。,"Ở mức liều 16 mg/kg/ngày, và thêm vào kích thước lâm sàng, tốc độ dẫn truyền thần kinh của dây thần kinh cảm giác và vận động ở mức liều đó đã giảm đáng kể trong tuần."
2437,值得注意的是，在停药后，动物确实恢复了，并且在研究的第六周，神经传导速度恢复到正常水平。,"Điều đáng chú ý là sau khi ngừng dùng thuốc, động vật đã phục hồi và tốc độ dẫn truyền thần kinh đã trở lại mức bình thường trong tuần thứ sáu của nghiên cứu."
